index,date_time,open,high,low,close,buyer,seller,value,delta_type
0,2023-06-01 09:45:00,162.9,162.9,162.9,162.9,0,0,33380,equals
1,2023-06-01 10:00:00,162.85,163.47,162.81,163.01,342350,753770,1096120,buyer
2,2023-06-01 10:15:00,163.02,163.2,162.5,163.2,177790,704310,882100,buyer
3,2023-06-01 10:30:00,163.2,163.42,163.0,163.23,200160,426340,626500,buyer
4,2023-06-01 10:45:00,163.24,163.28,162.8,162.99,114390,258130,372520,buyer
5,2023-06-01 11:00:00,162.99,163.04,162.71,162.84,123870,288710,412580,buyer
6,2023-06-01 11:15:00,162.84,162.93,162.6,162.85,111940,425210,537150,buyer
7,2023-06-01 11:30:00,162.88,163.23,162.77,163.06,127810,214270,342080,buyer
8,2023-06-01 11:45:00,163.06,163.2,162.88,163.0,308150,223610,531760,seller
9,2023-06-01 12:00:00,162.98,163.06,162.36,162.44,123860,409840,533700,buyer
10,2023-06-01 12:15:00,162.42,162.84,162.3,162.65,182350,371030,553380,buyer
11,2023-06-01 12:30:00,162.63,162.87,162.37,162.42,229500,272160,501660,buyer
12,2023-06-01 12:45:00,162.42,162.62,162.32,162.34,170240,123940,294180,seller
13,2023-06-01 13:00:00,162.33,162.36,162.01,162.3,232770,298620,531390,buyer
14,2023-06-01 13:15:00,162.3,162.37,162.05,162.3,137160,394550,531710,buyer
15,2023-06-01 13:30:00,162.29,162.49,162.15,162.36,130470,548780,679250,buyer
16,2023-06-01 13:45:00,162.35,162.42,162.1,162.2,156210,285310,441520,buyer
17,2023-06-01 14:00:00,162.2,162.26,162.18,162.21,101580,103770,205350,buyer
18,2023-06-01 14:15:00,162.2,162.53,162.2,162.41,147950,309040,456990,buyer
19,2023-06-01 14:30:00,162.42,162.5,162.4,162.5,121010,263570,384580,buyer
20,2023-06-01 14:45:00,162.5,162.5,162.1,162.16,328050,206180,534230,seller
21,2023-06-01 15:00:00,162.16,163.07,162.08,162.35,127730,726020,853750,buyer
22,2023-06-01 15:15:00,162.34,162.44,162.03,162.09,161310,148910,310220,seller
23,2023-06-01 15:30:00,162.1,162.23,162.0,162.02,207380,206280,413660,seller
24,2023-06-01 15:45:00,162.02,162.27,162.0,162.2,209000,242280,451280,buyer
25,2023-06-01 16:00:00,162.18,162.2,161.8,162.12,296210,366950,663160,buyer
26,2023-06-01 16:15:00,162.11,162.14,161.83,161.9,73590,145350,218940,buyer
27,2023-06-01 16:30:00,161.89,162.0,161.8,161.96,106970,136440,243410,buyer
28,2023-06-01 16:45:00,161.95,162.0,161.6,161.68,118510,213640,332150,buyer
29,2023-06-01 17:00:00,161.66,162.07,161.5,161.88,194220,394040,588260,buyer
30,2023-06-01 17:15:00,161.88,162.29,161.8,162.08,56590,331250,387840,buyer
31,2023-06-01 17:30:00,162.08,162.24,161.86,162.24,43560,162280,205840,buyer
32,2023-06-01 17:45:00,162.23,162.29,161.93,162.02,68850,134280,203130,buyer
33,2023-06-01 18:00:00,162.02,162.1,161.95,162.01,42150,61570,103720,buyer
34,2023-06-01 18:15:00,162.02,162.12,162.0,162.06,38400,83970,122370,buyer
35,2023-06-01 18:30:00,162.06,162.07,161.9,161.9,67750,103470,171220,buyer
36,2023-06-01 18:45:00,162.2,162.2,162.2,162.2,0,284960,284960,buyer
37,2023-06-01 19:00:00,162.0,162.28,162.0,162.13,44640,49910,94550,buyer
38,2023-06-01 19:15:00,162.13,162.27,162.1,162.1,41820,79190,121010,buyer
39,2023-06-01 19:30:00,162.1,162.13,162.1,162.1,135650,43950,179600,seller
40,2023-06-01 19:45:00,162.1,162.15,162.0,162.01,77290,47980,125270,seller
41,2023-06-01 20:00:00,162.0,162.12,161.91,162.09,80090,88910,169000,buyer
42,2023-06-01 20:15:00,162.09,162.12,161.98,162.0,23610,61020,84630,buyer
43,2023-06-01 20:30:00,162.0,162.05,161.8,161.85,69220,80220,149440,buyer
44,2023-06-01 20:45:00,161.85,161.9,161.7,161.88,82500,122580,205080,buyer
45,2023-06-01 21:00:00,161.89,161.93,161.8,161.89,27550,41500,69050,buyer
46,2023-06-01 21:15:00,161.89,162.0,161.84,161.92,30050,89780,119830,buyer
47,2023-06-01 21:30:00,161.96,161.96,161.65,161.75,42430,114640,157070,buyer
48,2023-06-01 21:45:00,161.75,161.76,161.62,161.65,45430,65710,111140,buyer
49,2023-06-01 22:00:00,161.68,161.84,161.6,161.74,64000,117390,181390,buyer
50,2023-06-01 22:15:00,161.74,161.77,161.65,161.7,47990,30740,78730,seller
51,2023-06-01 22:30:00,161.7,161.85,161.65,161.84,26680,57770,84450,buyer
52,2023-06-01 22:45:00,161.83,161.84,161.6,161.61,101600,78840,180440,seller
53,2023-06-01 23:00:00,161.6,161.63,161.6,161.61,64310,75970,140280,buyer
54,2023-06-01 23:15:00,161.61,161.62,161.6,161.6,105160,54650,159810,seller
55,2023-06-01 23:30:00,161.6,161.61,161.55,161.6,75290,105700,180990,buyer
56,2023-06-01 23:45:00,161.6,161.6,161.54,161.55,47300,44210,91510,seller
57,2023-06-02 09:45:00,161.01,161.01,161.01,161.01,95960,0,95960,seller
58,2023-06-02 10:00:00,161.1,162.19,161.1,161.81,234100,838720,1072820,buyer
59,2023-06-02 10:15:00,161.86,161.95,161.52,161.62,278960,373470,652430,buyer
60,2023-06-02 10:30:00,161.61,161.84,161.61,161.8,112880,227380,340260,buyer
61,2023-06-02 10:45:00,161.77,161.78,161.6,161.67,121830,143340,265170,buyer
62,2023-06-02 11:00:00,161.67,161.7,161.55,161.69,88550,176230,264780,buyer
63,2023-06-02 11:15:00,161.7,161.96,161.68,161.94,85570,293020,378590,buyer
64,2023-06-02 11:30:00,161.95,162.63,161.83,162.07,218950,964210,1183160,buyer
65,2023-06-02 11:45:00,161.95,162.45,161.87,162.29,112600,327170,439770,buyer
66,2023-06-02 12:00:00,162.28,162.47,162.17,162.34,60580,223370,283950,buyer
67,2023-06-02 12:15:00,162.34,162.38,162.17,162.34,78200,323990,402190,buyer
68,2023-06-02 12:30:00,162.34,162.39,161.9,162.15,61980,242050,304030,buyer
69,2023-06-02 12:45:00,162.13,162.24,161.81,161.96,88910,255590,344500,buyer
70,2023-06-02 13:00:00,161.91,162.34,161.91,162.33,67100,251660,318760,buyer
71,2023-06-02 13:15:00,162.34,162.5,162.15,162.4,80450,419610,500060,buyer
72,2023-06-02 13:30:00,162.4,162.55,162.39,162.5,121520,307940,429460,buyer
73,2023-06-02 13:45:00,162.5,162.74,162.47,162.7,116490,294540,411030,buyer
74,2023-06-02 14:00:00,162.7,162.74,162.45,162.56,141410,222710,364120,buyer
75,2023-06-02 14:15:00,162.57,162.63,162.2,162.27,84110,135470,219580,buyer
76,2023-06-02 14:30:00,162.31,162.5,162.2,162.48,38340,105630,143970,buyer
77,2023-06-02 14:45:00,162.42,162.53,162.33,162.53,32870,107160,140030,buyer
78,2023-06-02 15:00:00,162.53,162.73,162.39,162.48,69330,357240,426570,buyer
79,2023-06-02 15:15:00,162.49,162.71,162.42,162.5,57390,177290,234680,buyer
80,2023-06-02 15:30:00,162.5,162.66,162.43,162.6,56030,123010,179040,buyer
81,2023-06-02 15:45:00,162.6,162.6,162.45,162.58,45250,327880,373130,buyer
82,2023-06-02 16:00:00,162.58,162.69,162.56,162.6,40880,138960,179840,buyer
83,2023-06-02 16:15:00,162.62,162.95,162.6,162.94,84990,436800,521790,buyer
84,2023-06-02 16:30:00,162.94,163.4,162.93,163.35,264060,1396790,1660850,buyer
85,2023-06-02 16:45:00,163.34,163.37,163.03,163.14,200580,345810,546390,buyer
86,2023-06-02 17:00:00,163.14,163.15,162.92,162.93,170980,98820,269800,seller
87,2023-06-02 17:15:00,162.92,163.04,162.92,163.03,46460,120040,166500,buyer
88,2023-06-02 17:30:00,163.03,163.04,162.92,162.96,61140,143890,205030,buyer
89,2023-06-02 17:45:00,162.96,163.0,162.89,162.99,53890,136580,190470,buyer
90,2023-06-02 18:00:00,163.0,163.26,162.95,163.18,96920,380390,477310,buyer
91,2023-06-02 18:15:00,163.15,163.23,163.07,163.16,44410,114270,158680,buyer
92,2023-06-02 18:30:00,163.16,163.22,162.91,162.97,123820,279470,403290,buyer
93,2023-06-02 18:45:00,163.21,163.21,163.21,163.21,0,222160,222160,buyer
94,2023-06-02 19:00:00,163.21,163.21,162.82,162.89,31940,109830,141770,buyer
95,2023-06-02 19:15:00,162.89,162.94,162.65,162.82,35300,136620,171920,buyer
96,2023-06-02 19:30:00,162.82,162.82,162.68,162.71,37450,24780,62230,seller
97,2023-06-02 19:45:00,162.71,162.9,162.71,162.77,22970,64100,87070,buyer
98,2023-06-02 20:00:00,162.76,162.85,162.71,162.79,18950,62060,81010,buyer
99,2023-06-02 20:15:00,162.79,163.0,162.63,162.69,39120,143730,182850,buyer
100,2023-06-02 20:30:00,162.64,162.69,162.6,162.6,85300,45940,131240,seller
101,2023-06-02 20:45:00,162.6,162.63,162.25,162.33,138090,143750,281840,buyer
102,2023-06-02 21:00:00,162.35,162.56,162.3,162.5,49330,59340,108670,buyer
103,2023-06-02 21:15:00,162.54,162.55,162.43,162.48,24220,23750,47970,seller
104,2023-06-02 21:30:00,162.47,162.49,162.43,162.43,15340,15400,30740,buyer
105,2023-06-02 21:45:00,162.44,162.48,162.42,162.48,22750,20720,43470,seller
106,2023-06-02 22:00:00,162.45,162.61,162.43,162.61,22340,67670,90010,buyer
107,2023-06-02 22:15:00,162.61,162.74,162.54,162.64,32650,70340,102990,buyer
108,2023-06-02 22:30:00,162.64,162.67,162.6,162.67,46700,28330,75030,seller
109,2023-06-02 22:45:00,162.67,162.67,162.6,162.64,34920,38820,73740,buyer
110,2023-06-02 23:00:00,162.6,162.64,162.5,162.55,44640,26830,71470,seller
111,2023-06-02 23:15:00,162.58,162.65,162.53,162.63,38620,49810,88430,buyer
112,2023-06-02 23:30:00,162.63,162.67,162.54,162.67,55040,99630,154670,buyer
113,2023-06-02 23:45:00,162.62,162.7,162.57,162.58,5460,40440,45900,buyer
114,2023-06-05 09:45:00,162.58,162.58,162.58,162.58,66720,0,66720,seller
115,2023-06-05 10:00:00,162.58,163.27,162.56,162.59,307270,729700,1036970,buyer
116,2023-06-05 10:15:00,162.59,162.6,162.12,162.48,179950,626730,806680,buyer
117,2023-06-05 10:30:00,162.44,162.5,162.34,162.43,246840,252950,499790,buyer
118,2023-06-05 10:45:00,162.4,162.51,162.34,162.48,94880,305930,400810,buyer
119,2023-06-05 11:00:00,162.48,162.96,162.44,162.96,55250,394060,449310,buyer
120,2023-06-05 11:15:00,162.95,163.25,162.92,163.03,147110,396480,543590,buyer
121,2023-06-05 11:30:00,163.03,164.6,162.96,164.17,615980,3186410,3802390,buyer
122,2023-06-05 11:45:00,164.18,164.5,164.15,164.44,351090,1215210,1566300,buyer
123,2023-06-05 12:00:00,164.39,164.44,163.9,164.05,152220,623890,776110,buyer
124,2023-06-05 12:15:00,164.06,164.07,163.78,163.99,129200,277000,406200,buyer
125,2023-06-05 12:30:00,163.99,164.39,163.89,164.21,123840,704920,828760,buyer
126,2023-06-05 12:45:00,164.21,164.25,164.0,164.19,116680,433420,550100,buyer
127,2023-06-05 13:00:00,164.19,164.2,164.0,164.2,118950,387720,506670,buyer
128,2023-06-05 13:15:00,164.2,164.45,164.03,164.1,203680,715640,919320,buyer
129,2023-06-05 13:30:00,164.09,164.4,163.87,164.4,64050,298250,362300,buyer
130,2023-06-05 13:45:00,164.39,164.45,164.11,164.38,126530,490450,616980,buyer
131,2023-06-05 14:00:00,164.37,164.4,164.02,164.07,71380,256350,327730,buyer
132,2023-06-05 14:15:00,164.06,164.27,163.22,163.38,222830,524300,747130,buyer
133,2023-06-05 14:30:00,163.35,163.97,163.3,163.53,126880,353100,479980,buyer
134,2023-06-05 14:45:00,163.5,163.52,162.62,163.16,258830,1042130,1300960,buyer
135,2023-06-05 15:00:00,163.16,163.23,161.79,162.39,1668440,2111900,3780340,buyer
136,2023-06-05 15:15:00,162.38,162.93,162.12,162.64,125430,572760,698190,buyer
137,2023-06-05 15:30:00,162.6,163.0,162.05,162.71,134420,503330,637750,buyer
138,2023-06-05 15:45:00,162.71,163.48,162.66,163.26,129420,549210,678630,buyer
139,2023-06-05 16:00:00,163.27,163.46,162.96,163.22,91840,340700,432540,buyer
140,2023-06-05 16:15:00,163.2,163.29,162.9,162.93,59010,149180,208190,buyer
141,2023-06-05 16:30:00,162.94,163.04,162.51,162.67,76650,273630,350280,buyer
142,2023-06-05 16:45:00,162.66,162.97,162.52,162.86,164300,155610,319910,seller
143,2023-06-05 17:00:00,162.85,163.14,162.85,163.08,34830,176320,211150,buyer
144,2023-06-05 17:15:00,163.06,163.08,162.86,162.9,33790,64360,98150,buyer
145,2023-06-05 17:30:00,162.9,163.0,162.56,162.69,122600,156540,279140,buyer
146,2023-06-05 17:45:00,162.66,162.86,162.55,162.58,48710,173240,221950,buyer
147,2023-06-05 18:00:00,162.57,162.6,162.05,162.13,240680,385840,626520,buyer
148,2023-06-05 18:15:00,162.13,162.39,162.01,162.39,74170,427270,501440,buyer
149,2023-06-05 18:30:00,162.36,162.42,162.21,162.29,70060,92380,162440,buyer
150,2023-06-05 18:45:00,162.7,162.7,162.7,162.7,0,177320,177320,buyer
151,2023-06-05 19:00:00,162.67,162.67,162.16,162.2,72800,98070,170870,buyer
152,2023-06-05 19:15:00,162.2,162.85,162.2,162.56,27920,155500,183420,buyer
153,2023-06-05 19:30:00,162.57,162.6,162.31,162.48,21900,116210,138110,buyer
154,2023-06-05 19:45:00,162.4,162.52,162.35,162.49,35900,54650,90550,buyer
155,2023-06-05 20:00:00,162.48,162.58,162.48,162.57,9000,10610,19610,buyer
156,2023-06-05 20:15:00,162.57,162.57,162.43,162.48,56710,21530,78240,seller
157,2023-06-05 20:30:00,162.46,162.48,162.12,162.13,52550,40730,93280,seller
158,2023-06-05 20:45:00,162.14,162.24,162.0,162.13,62730,183600,246330,buyer
159,2023-06-05 21:00:00,162.09,162.13,161.6,162.1,418250,588960,1007210,buyer
160,2023-06-05 21:15:00,162.06,162.32,161.93,162.05,43650,165750,209400,buyer
161,2023-06-05 21:30:00,162.05,162.3,162.03,162.18,40870,96420,137290,buyer
162,2023-06-05 21:45:00,162.13,162.48,162.12,162.48,36700,88720,125420,buyer
163,2023-06-05 22:00:00,162.47,162.6,162.25,162.43,34060,101000,135060,buyer
164,2023-06-05 22:15:00,162.43,162.43,162.22,162.23,31870,39760,71630,buyer
165,2023-06-05 22:30:00,162.22,162.28,162.16,162.2,41550,51460,93010,buyer
166,2023-06-05 22:45:00,162.23,162.28,162.11,162.16,40400,50370,90770,buyer
167,2023-06-05 23:00:00,162.16,162.26,162.04,162.17,25120,62820,87940,buyer
168,2023-06-05 23:15:00,162.17,162.2,162.08,162.2,19910,55120,75030,buyer
169,2023-06-05 23:30:00,162.2,162.35,162.15,162.35,25180,68180,93360,buyer
170,2023-06-05 23:45:00,162.32,162.5,162.32,162.47,11590,70040,81630,buyer
171,2023-06-06 09:45:00,162.0,162.0,162.0,162.0,38710,0,38710,seller
172,2023-06-06 10:00:00,162.15,162.78,161.69,161.99,396950,1444880,1841830,buyer
173,2023-06-06 10:15:00,161.98,162.4,161.72,162.08,263680,1276740,1540420,buyer
174,2023-06-06 10:30:00,162.12,162.48,161.81,161.97,206790,714110,920900,buyer
175,2023-06-06 10:45:00,161.98,163.41,161.87,162.89,146700,1382350,1529050,buyer
176,2023-06-06 11:00:00,162.87,163.24,162.63,162.9,119530,520280,639810,buyer
177,2023-06-06 11:15:00,162.9,163.3,162.88,162.95,175210,413940,589150,buyer
178,2023-06-06 11:30:00,162.95,163.24,162.95,163.21,143180,545810,688990,buyer
179,2023-06-06 11:45:00,163.2,163.85,163.15,163.41,187240,766340,953580,buyer
180,2023-06-06 12:00:00,163.39,163.4,162.51,162.89,169680,606850,776530,buyer
181,2023-06-06 12:15:00,162.84,163.13,162.3,162.89,166150,501460,667610,buyer
182,2023-06-06 12:30:00,162.83,163.48,162.7,162.98,62300,390530,452830,buyer
183,2023-06-06 12:45:00,162.98,163.0,162.82,162.95,106460,81200,187660,seller
184,2023-06-06 13:00:00,162.92,162.95,162.52,162.57,151690,138820,290510,seller
185,2023-06-06 13:15:00,162.53,162.78,162.41,162.65,87670,206520,294190,buyer
186,2023-06-06 13:30:00,162.66,162.85,162.52,162.56,59890,65550,125440,buyer
187,2023-06-06 13:45:00,162.55,162.6,162.41,162.49,50360,137550,187910,buyer
188,2023-06-06 14:00:00,162.5,162.64,162.3,162.58,94040,229340,323380,buyer
189,2023-06-06 14:15:00,162.59,162.63,162.4,162.47,32020,69810,101830,buyer
190,2023-06-06 14:30:00,162.48,162.98,162.44,162.84,48830,212440,261270,buyer
191,2023-06-06 14:45:00,162.84,163.25,162.84,163.03,90740,315820,406560,buyer
192,2023-06-06 15:00:00,163.02,163.17,163.0,163.05,53030,97310,150340,buyer
193,2023-06-06 15:15:00,163.02,163.12,163.0,163.07,126270,69610,195880,seller
194,2023-06-06 15:30:00,163.04,163.2,163.04,163.19,28960,121470,150430,buyer
195,2023-06-06 15:45:00,163.18,163.3,163.06,163.12,67290,232380,299670,buyer
196,2023-06-06 16:00:00,163.13,163.17,162.74,162.97,107680,251140,358820,buyer
197,2023-06-06 16:15:00,162.97,162.98,162.57,162.61,73530,195580,269110,buyer
198,2023-06-06 16:30:00,162.61,163.16,162.6,163.09,50230,209690,259920,buyer
199,2023-06-06 16:45:00,163.09,163.4,163.08,163.21,41840,245070,286910,buyer
200,2023-06-06 17:00:00,163.19,163.43,162.97,163.36,60690,184570,245260,buyer
201,2023-06-06 17:15:00,163.33,163.41,163.08,163.13,103650,153660,257310,buyer
202,2023-06-06 17:30:00,163.13,163.14,162.92,163.08,33090,175470,208560,buyer
203,2023-06-06 17:45:00,163.09,163.13,162.83,162.9,86060,193380,279440,buyer
204,2023-06-06 18:00:00,162.9,163.21,162.87,162.94,60590,220390,280980,buyer
205,2023-06-06 18:15:00,162.94,163.05,162.88,163.05,38660,64970,103630,buyer
206,2023-06-06 18:30:00,163.05,163.19,163.0,163.13,39410,64160,103570,buyer
207,2023-06-06 18:45:00,162.57,162.57,162.57,162.57,306240,0,306240,seller
208,2023-06-06 19:00:00,162.74,163.09,162.66,163.08,33650,150990,184640,buyer
209,2023-06-06 19:15:00,163.08,163.14,163.0,163.14,40780,130620,171400,buyer
210,2023-06-06 19:30:00,163.14,163.27,163.0,163.19,28490,127890,156380,buyer
211,2023-06-06 19:45:00,163.2,163.2,163.01,163.01,65700,83540,149240,buyer
212,2023-06-06 20:00:00,163.0,163.24,163.0,163.22,30640,83890,114530,buyer
213,2023-06-06 20:15:00,163.23,163.25,163.12,163.13,37250,42180,79430,buyer
214,2023-06-06 20:30:00,163.13,163.16,163.1,163.11,12640,13860,26500,buyer
215,2023-06-06 20:45:00,163.1,163.12,163.02,163.02,24700,24400,49100,seller
216,2023-06-06 21:00:00,163.03,163.03,162.8,162.86,32450,97010,129460,buyer
217,2023-06-06 21:15:00,162.86,163.0,162.83,163.0,9310,19690,29000,buyer
218,2023-06-06 21:30:00,162.99,162.99,162.8,162.95,25950,58480,84430,buyer
219,2023-06-06 21:45:00,162.95,163.01,162.9,162.94,9710,48040,57750,buyer
220,2023-06-06 22:00:00,162.97,163.17,162.93,163.17,11590,46650,58240,buyer
221,2023-06-06 22:15:00,163.17,163.17,162.91,163.0,18870,60870,79740,buyer
222,2023-06-06 22:30:00,163.0,163.08,162.99,163.06,8350,18690,27040,buyer
223,2023-06-06 22:45:00,163.04,163.11,163.03,163.05,15520,38880,54400,buyer
224,2023-06-06 23:00:00,163.09,163.19,163.05,163.13,11180,64740,75920,buyer
225,2023-06-06 23:15:00,163.11,163.17,163.04,163.11,18940,22940,41880,buyer
226,2023-06-06 23:30:00,163.11,163.14,163.07,163.11,41130,33670,74800,seller
227,2023-06-06 23:45:00,163.11,163.22,163.1,163.16,9540,69230,78770,buyer
228,2023-06-07 09:45:00,163.2,163.2,163.2,163.2,0,9710,9710,buyer
229,2023-06-07 10:00:00,163.24,163.5,162.9,162.99,149120,559680,708800,buyer
230,2023-06-07 10:15:00,162.96,163.28,162.67,163.27,84310,320220,404530,buyer
231,2023-06-07 10:30:00,163.2,163.44,163.16,163.4,82070,283400,365470,buyer
232,2023-06-07 10:45:00,163.39,164.28,163.36,164.17,241870,2118310,2360180,buyer
233,2023-06-07 11:00:00,164.16,165.3,164.15,165.28,625650,3549140,4174790,buyer
234,2023-06-07 11:15:00,165.22,165.78,165.15,165.28,405570,2085660,2491230,buyer
235,2023-06-07 11:30:00,165.29,165.47,164.6,165.28,300290,1116340,1416630,buyer
236,2023-06-07 11:45:00,165.26,165.3,164.53,164.9,207140,811520,1018660,buyer
237,2023-06-07 12:00:00,164.9,165.28,164.85,165.02,155380,675840,831220,buyer
238,2023-06-07 12:15:00,165.0,165.03,164.71,164.87,213750,279920,493670,buyer
239,2023-06-07 12:30:00,164.87,165.15,164.85,165.08,111520,419070,530590,buyer
240,2023-06-07 12:45:00,165.09,165.25,164.93,165.06,113690,486500,600190,buyer
241,2023-06-07 13:00:00,165.05,165.3,165.05,165.29,78170,379770,457940,buyer
242,2023-06-07 13:15:00,165.25,165.43,165.06,165.34,124000,975000,1099000,buyer
243,2023-06-07 13:30:00,165.32,165.86,165.27,165.68,191810,1354750,1546560,buyer
244,2023-06-07 13:45:00,165.68,165.87,165.56,165.6,258270,623370,881640,buyer
245,2023-06-07 14:00:00,165.59,165.7,165.07,165.07,203470,860910,1064380,buyer
246,2023-06-07 14:15:00,165.07,165.61,164.9,165.25,210490,633010,843500,buyer
